image_id,label,fold,0,1,2,3,4,preds
1001320321.jpg,0,0,0.4642806947231293,0.14959633350372314,0.09375883638858795,0.11335808038711548,0.17900602519512177,0
1001723730.jpg,4,0,0.48522159457206726,0.12884265184402466,0.10969005525112152,0.13442111015319824,0.1418246328830719,0
1001749118.jpg,3,0,0.12236761301755905,0.1246340274810791,0.13169002532958984,0.4987218976020813,0.12258633226156235,3
1002255315.jpg,3,0,0.12601692974567413,0.12433004379272461,0.12611010670661926,0.501265287399292,0.12227768450975418,3
1004105566.jpg,3,0,0.1186099424958229,0.12397255748510361,0.12580466270446777,0.5069329738616943,0.12467984110116959,3
1004826518.jpg,2,0,0.11865826696157455,0.16447845101356506,0.23038126528263092,0.3690175712108612,0.11746443808078766,3
1004881261.jpg,3,0,0.12477809935808182,0.12405965477228165,0.1430775672197342,0.4869704842567444,0.12111423909664154,3
100533489.jpg,2,0,0.13107624650001526,0.16518467664718628,0.28789398074150085,0.22916720807552338,0.18667791783809662,2
100560400.jpg,4,0,0.1323108822107315,0.1300763040781021,0.1301240772008896,0.1547059267759323,0.4527827799320221,4
1007700625.jpg,3,0,0.120904341340065,0.12079642713069916,0.1251925528049469,0.5096313953399658,0.12347525358200073,3
1008532311.jpg,3,0,0.12907694280147552,0.12810857594013214,0.12764620780944824,0.4845294952392578,0.13063876330852509,3
1009489704.jpg,3,0,0.12355601042509079,0.12332946807146072,0.1306978017091751,0.49772101640701294,0.12469568103551865,3
1011571614.jpg,4,0,0.16492779552936554,0.25802716612815857,0.1543520987033844,0.21433377265930176,0.20835918188095093,1
1012305013.jpg,1,0,0.4711913466453552,0.13937458395957947,0.143556147813797,0.11298076063394547,0.13289721310138702,0
101253257.jpg,1,0,0.12124095112085342,0.1467101126909256,0.12697401642799377,0.4569413959980011,0.14813357591629028,3
1012755275.jpg,3,0,0.12626789510250092,0.13272419571876526,0.12056117504835129,0.5008764863014221,0.11957021802663803,3
1013734375.jpg,3,0,0.12680745124816895,0.1297348141670227,0.12037922441959381,0.5019663572311401,0.1211121529340744,3
1014087087.jpg,3,0,0.12490763515233994,0.12742768228054047,0.11944342404603958,0.5016291737556458,0.12659205496311188,3
1014888611.jpg,3,0,0.12636493146419525,0.12420403212308884,0.31015822291374207,0.3143972158432007,0.12487556785345078,3
1016027375.jpg,1,0,0.1492675095796585,0.3704610764980316,0.13355885446071625,0.11673305183649063,0.2299794852733612,1
1016415263.jpg,1,0,0.11184010654687881,0.5269346833229065,0.11467833817005157,0.11464634537696838,0.13190053403377533,1
1017890227.jpg,3,0,0.1238553524017334,0.12482822686433792,0.12063320726156235,0.5043397545814514,0.1263435333967209,3
1018450745.jpg,1,0,0.11181770265102386,0.5474867820739746,0.10606095939874649,0.11960761994123459,0.11502697318792343,1
1019398233.jpg,4,0,0.12368717789649963,0.11707931011915207,0.1652180552482605,0.13368725776672363,0.46032825112342834,4
101960837.jpg,3,0,0.12727287411689758,0.12809541821479797,0.1232077106833458,0.49300381541252136,0.1284201592206955,3
102039365.jpg,0,0,0.1993403136730194,0.11739850044250488,0.11904167383909225,0.1318936049938202,0.43232589960098267,4
1024504187.jpg,1,0,0.135382279753685,0.46521124243736267,0.12604191899299622,0.13442884385585785,0.13893570005893707,1
1025466430.jpg,2,0,0.11156993359327316,0.1170792207121849,0.5278506875038147,0.10979627072811127,0.13370394706726074,2
1025557405.jpg,3,0,0.11599989980459213,0.12036826461553574,0.1188695952296257,0.5101231932640076,0.13463902473449707,3
1031772206.jpg,3,0,0.12419548630714417,0.13355819880962372,0.12590467929840088,0.4866265058517456,0.12971507012844086,3
1033403106.jpg,0,0,0.543332040309906,0.10819251090288162,0.10680517554283142,0.11800911277532578,0.12366115301847458,0
1033787784.jpg,1,0,0.1299961805343628,0.49560099840164185,0.12781597673892975,0.11986546218395233,0.1267213523387909,1
1034527129.jpg,3,0,0.12331811338663101,0.1278638243675232,0.12968406081199646,0.48866742849349976,0.13046656548976898,3
1036133928.jpg,3,0,0.12857811152935028,0.12794794142246246,0.12675824761390686,0.4929102063179016,0.12380556762218475,3
103776422.jpg,1,0,0.14397113025188446,0.4358085095882416,0.12323936074972153,0.12892097234725952,0.16806001961231232,1
1038166459.jpg,3,0,0.11697152256965637,0.11653552204370499,0.13059070706367493,0.5198201537132263,0.11608213931322098,3
1038916688.jpg,3,0,0.12625598907470703,0.12355455011129379,0.1310424506664276,0.4985073208808899,0.12063965946435928,3
1039676268.jpg,3,0,0.12341391295194626,0.12538787722587585,0.12789860367774963,0.4893278479576111,0.13397181034088135,3
1042521522.jpg,3,0,0.1179947778582573,0.12246428430080414,0.1251308023929596,0.4966195821762085,0.13779062032699585,3
1043083985.jpg,3,0,0.1299344301223755,0.12724529206752777,0.13720406591892242,0.47978538274765015,0.12583087384700775,3
1043238803.jpg,2,0,0.11742839962244034,0.24699099361896515,0.34857529401779175,0.1305425465106964,0.15646281838417053,2
1044221536.jpg,3,0,0.12449503690004349,0.11615126579999924,0.17088595032691956,0.4552929103374481,0.133174866437912,3
1044971650.jpg,3,0,0.12219128757715225,0.12245076149702072,0.12432584911584854,0.5125982761383057,0.11843377351760864,3
