image_id,label,fold,0,1,2,3,4,preds
1001320321.jpg,0,0,0.2143561840057373,0.09579727053642273,0.0020926292054355145,0.0016425000503659248,0.6861114501953125,4
1001723730.jpg,4,0,0.7425143122673035,0.030131982639431953,0.012689330615103245,0.0034519685432314873,0.2112123668193817,0
1001749118.jpg,3,0,8.143729064613581e-05,0.00020366848912090063,0.0007642949349246919,0.9957355260848999,0.0032150736078619957,3
1002255315.jpg,3,0,7.22645636415109e-05,0.00019956576579716057,0.0026091148611158133,0.9929956793785095,0.0041233841329813,3
1004105566.jpg,3,0,3.847612242680043e-05,0.00025496259331703186,0.00019850657554343343,0.9993749260902405,0.0001332046667812392,3
1004826518.jpg,2,0,0.0001710311626084149,0.0275623369961977,0.03951798006892204,0.9307223558425903,0.002026286907494068,3
1004881261.jpg,3,0,7.553400791948661e-05,5.404533658293076e-05,0.001221471349708736,0.9891881346702576,0.009460857138037682,3
100533489.jpg,2,0,0.04671565815806389,0.14525483548641205,0.2825620770454407,0.07464124262332916,0.4508261978626251,4
100560400.jpg,4,0,0.01641744375228882,0.008426451124250889,0.027962272986769676,0.0642373263835907,0.8829565048217773,4
1007700625.jpg,3,0,0.0003396242391318083,0.003112823236733675,0.001413343707099557,0.9948569536209106,0.00027726858388632536,3
1008532311.jpg,3,0,0.0016872501000761986,0.0032347103115171194,0.008799728937447071,0.9852960109710693,0.00098232866730541,3
1009489704.jpg,3,0,2.592338205431588e-05,0.0002580943109933287,0.0028907577507197857,0.994544267654419,0.0022809524089097977,3
1011571614.jpg,4,0,0.0069321985356509686,0.7647704482078552,0.07557142525911331,0.035539284348487854,0.11718659102916718,1
1012305013.jpg,1,0,0.8969883322715759,0.015734372660517693,0.022463776171207428,0.007995668798685074,0.05681779980659485,0
101253257.jpg,1,0,0.005129428580403328,0.4523076117038727,0.024334995076060295,0.4425696134567261,0.0756583884358406,1
1012755275.jpg,3,0,0.0005340504576452076,0.000681703386362642,0.0007953167660161853,0.9970723390579224,0.0009165998781099916,3
1013734375.jpg,3,0,1.7217125787283294e-06,4.785778855875833e-06,2.4497219783370383e-05,0.999873161315918,9.583788050804287e-05,3
1014087087.jpg,3,0,4.266451469447929e-06,5.539901394513436e-06,0.0003099981404375285,0.9994155168533325,0.0002647751534823328,3
1014888611.jpg,3,0,5.91653588344343e-06,3.3850370527943596e-05,0.01528162881731987,0.9845662713050842,0.00011233176337555051,3
1016027375.jpg,1,0,0.049392566084861755,0.38220053911209106,0.012193749658763409,0.0060972063802182674,0.5501159429550171,4
1016415263.jpg,1,0,0.0016974944155663252,0.9633870720863342,0.018611066043376923,0.01204981654882431,0.004254523199051619,1
1017890227.jpg,3,0,0.0005846938583999872,0.00045907151070423424,0.0002197131689172238,0.9909504055976868,0.007786107249557972,3
1018450745.jpg,1,0,0.00045154066174291074,0.9947851300239563,0.002660405822098255,0.0017875818302854896,0.00031530222622677684,1
1019398233.jpg,4,0,0.00468253530561924,0.00310919969342649,0.2552095353603363,0.0007205427973531187,0.736278235912323,4
101960837.jpg,3,0,0.0002825843112077564,0.018521016463637352,0.00033677200553938746,0.9801093339920044,0.0007501962245441973,3
102039365.jpg,0,0,0.3742370903491974,0.04284573346376419,0.04642193019390106,0.03177335485816002,0.5047219395637512,4
1024504187.jpg,1,0,0.002032345626503229,0.9668106436729431,0.002675821306183934,0.002999552758410573,0.025481631979346275,1
1025466430.jpg,2,0,0.00014976310194469988,0.00048242637421935797,0.9930991530418396,0.006147101521492004,0.00012158968456787989,2
1025557405.jpg,3,0,3.667743658297695e-05,3.53455834556371e-05,0.0005492790369316936,0.9987672567367554,0.0006114783463999629,3
1031772206.jpg,3,0,0.0001100728550227359,0.00030645736842416227,0.0029052651952952147,0.9928941130638123,0.0037841100711375475,3
1033403106.jpg,0,0,0.8724050521850586,0.0834830030798912,0.0018431467469781637,0.016021180897951126,0.026247592642903328,0
1033787784.jpg,1,0,0.0006710265297442675,0.96063631772995,0.0018238280899822712,0.002649483038112521,0.034219369292259216,1
1034527129.jpg,3,0,4.4736661948263645e-05,3.0645853257738054e-05,0.0006459023570641875,0.9990942478179932,0.00018455008103046566,3
1036133928.jpg,3,0,6.287555152084678e-05,0.00015847392205614597,0.0011546730529516935,0.99834144115448,0.000282485008938238,3
103776422.jpg,1,0,0.08505821973085403,0.7924683690071106,0.008304517716169357,0.024010835215449333,0.09015801548957825,1
1038166459.jpg,3,0,1.1206491763005033e-05,6.605310045415536e-05,0.0006125341169536114,0.9992572665214539,5.288755346555263e-05,3
1038916688.jpg,3,0,7.80554473749362e-05,0.004000298213213682,0.015697268769145012,0.9800175428390503,0.0002068879985017702,3
1039676268.jpg,3,0,4.182166958344169e-05,0.0001377592416247353,0.00037822278682142496,0.998860239982605,0.0005819455254822969,3
1042521522.jpg,3,0,6.437480624299496e-05,0.00017112510977312922,0.0016077504260465503,0.9967666864395142,0.001390140620060265,3
