image_id,label,fold,0,1,2,3,4,preds
1003218714.jpg,2,4,0.12767872214317322,0.13888566195964813,0.2945832908153534,0.3059041500091553,0.13294817507266998,3
1008142548.jpg,1,4,0.1360917091369629,0.18454132974147797,0.28876689076423645,0.2487858533859253,0.1418142169713974,2
1008284502.jpg,3,4,0.12515412271022797,0.12387993931770325,0.12197268754243851,0.513189435005188,0.11580376327037811,3
1009049118.jpg,3,4,0.12741322815418243,0.12740924954414368,0.12926317751407623,0.4903489351272583,0.12556543946266174,3
1009322597.jpg,3,4,0.1323545277118683,0.13652780652046204,0.12719406187534332,0.4477246403694153,0.15619902312755585,3
1009845426.jpg,3,4,0.12591516971588135,0.12315555661916733,0.1299356073141098,0.4879402220249176,0.13305345177650452,3
1010648150.jpg,3,4,0.16606079041957855,0.1739424616098404,0.12820549309253693,0.12542837858200073,0.4063628613948822,4
1010899191.jpg,3,4,0.1292538344860077,0.12779420614242554,0.12458169460296631,0.5033793449401855,0.11499093472957611,3
1011422445.jpg,3,4,0.14101742208003998,0.14283102750778198,0.3247520625591278,0.22103148698806763,0.17036794126033783,2
1011602291.jpg,2,4,0.12604065239429474,0.11971462517976761,0.4594690799713135,0.14380647242069244,0.15096914768218994,2
1011858443.jpg,3,4,0.2334103137254715,0.21646639704704285,0.14540858566761017,0.18799808621406555,0.2167166918516159,0
1011909285.jpg,4,4,0.14650222659111023,0.13206873834133148,0.16826072335243225,0.12750674784183502,0.425661563873291,4
1012426959.jpg,0,4,0.3363691568374634,0.27526146173477173,0.12514808773994446,0.11695258319377899,0.14626868069171906,0
1012599090.jpg,3,4,0.1194576770067215,0.12554052472114563,0.12912797927856445,0.5011156797409058,0.12475813925266266,3
1012804587.jpg,1,4,0.12039182335138321,0.5023248195648193,0.12276294082403183,0.11744582653045654,0.13707460463047028,1
1013678821.jpg,3,4,0.12373954802751541,0.12263739109039307,0.12830577790737152,0.5025782585144043,0.1227390319108963,3
1014359226.jpg,2,4,0.14511440694332123,0.1274797022342682,0.4349333345890045,0.16564349830150604,0.1268291026353836,2
1014365825.jpg,3,4,0.11222703754901886,0.12243195623159409,0.15341736376285553,0.49384191632270813,0.11808168143033981,3
1014433832.jpg,3,4,0.12077745795249939,0.13229459524154663,0.13464400172233582,0.48254090547561646,0.12974300980567932,3
1016955090.jpg,2,4,0.1335155963897705,0.12335523962974548,0.47595101594924927,0.13989552855491638,0.12728257477283478,2
1018433055.jpg,3,4,0.1482616364955902,0.13088850677013397,0.14416545629501343,0.39695805311203003,0.17972640693187714,3
1019366633.jpg,4,4,0.14441682398319244,0.11497028917074203,0.13933491706848145,0.15094159543514252,0.45033636689186096,4
1020196137.jpg,3,4,0.12394751608371735,0.13707545399665833,0.12919200956821442,0.46462976932525635,0.14515528082847595,3
1020423203.jpg,3,4,0.13183733820915222,0.12364847958087921,0.12824629247188568,0.49294495582580566,0.12332295626401901,3
1020636424.jpg,3,4,0.1292993724346161,0.12807013094425201,0.13512273132801056,0.48443421721458435,0.12307348847389221,3
1022283943.jpg,3,4,0.12722261250019073,0.12127133458852768,0.11941652745008469,0.5127320289611816,0.11935748904943466,3
1022307478.jpg,3,4,0.12906262278556824,0.12425640970468521,0.1296604871749878,0.49274805188179016,0.1242724135518074,3
1022932733.jpg,4,4,0.15575852990150452,0.13016140460968018,0.16617032885551453,0.12615296244621277,0.421756774187088,4
1024191493.jpg,3,4,0.1183687224984169,0.12668275833129883,0.13386832177639008,0.46076831221580505,0.16031178832054138,3
1025616565.jpg,3,4,0.12880103290081024,0.12093889713287354,0.1275542974472046,0.49797582626342773,0.1247299388051033,3
1026915452.jpg,1,4,0.1562950164079666,0.42436516284942627,0.1317484974861145,0.10923970490694046,0.17835167050361633,1
102719039.jpg,3,4,0.12035541236400604,0.1245235949754715,0.1272260993719101,0.49446362257003784,0.13343127071857452,3
1028105805.jpg,3,4,0.12700189650058746,0.1217123493552208,0.12402433902025223,0.4997219145298004,0.1275395005941391,3
1028128877.jpg,4,4,0.12830911576747894,0.12581782042980194,0.12654747068881989,0.1995944380760193,0.41973116993904114,4
1029778366.jpg,3,4,0.14056693017482758,0.12692652642726898,0.16554021835327148,0.39406439661979675,0.17290198802947998,3
1034407153.jpg,3,4,0.1228291466832161,0.1246718093752861,0.12736576795578003,0.505368709564209,0.11976455897092819,3
1034735631.jpg,1,4,0.12129689753055573,0.13238127529621124,0.45105940103530884,0.1240897849202156,0.171172633767128,2
1035350866.jpg,3,4,0.13006700575351715,0.12433778494596481,0.12407313287258148,0.4888848066329956,0.13263724744319916,3
1036774035.jpg,3,4,0.1239696592092514,0.13281407952308655,0.13853669166564941,0.47019609808921814,0.1344834715127945,3
1038640139.jpg,1,4,0.12480280548334122,0.5016613602638245,0.13378305733203888,0.11978840082883835,0.1199643686413765,1
1039658655.jpg,3,4,0.12494836002588272,0.12163864821195602,0.12857648730278015,0.4921116530895233,0.132724791765213,3
1040079282.jpg,3,4,0.1269342452287674,0.12291551381349564,0.1301478147506714,0.48564374446868896,0.13435862958431244,3
1040156603.jpg,3,4,0.14220623672008514,0.18730652332305908,0.15311478078365326,0.35969093441963196,0.15768155455589294,3
1040315063.jpg,0,4,0.4496000409126282,0.13360631465911865,0.13102269172668457,0.1375577747821808,0.148213192820549,0
1041184552.jpg,3,4,0.13441403210163116,0.1393524408340454,0.127080500125885,0.4774917662143707,0.12166118621826172,3
1041922165.jpg,2,4,0.13990768790245056,0.15402306616306305,0.40050768852233887,0.16245904564857483,0.1431024670600891,2
1042223039.jpg,3,4,0.12321848422288895,0.12562133371829987,0.1297011375427246,0.5031911730766296,0.11826793104410172,3
1043392236.jpg,4,4,0.12620067596435547,0.130637526512146,0.14080096781253815,0.44654905796051025,0.15581171214580536,3
1044545725.jpg,3,4,0.11903394013643265,0.12426098436117172,0.1504456102848053,0.48176291584968567,0.12449648976325989,3
1044930186.jpg,4,4,0.141805037856102,0.1254623532295227,0.1675037294626236,0.44941747188568115,0.11581140756607056,3
1045208006.jpg,2,4,0.11465685069561005,0.11827895790338516,0.3981491029262543,0.22492742538452148,0.1439877152442932,2
1046830901.jpg,3,4,0.12284744530916214,0.12264357507228851,0.12652651965618134,0.5015541911125183,0.1264282613992691,3
1047272845.jpg,4,4,0.1616370677947998,0.12382735311985016,0.14587216079235077,0.12307244539260864,0.4455910623073578,4
1047958369.jpg,4,4,0.1471738964319229,0.19220681488513947,0.11633109301328659,0.11911986768245697,0.42516830563545227,4
